"division","state","postcode","sa3_name","sa4_name"
"Bimbimbie","NSW","2536","Shoalhaven","Southern Highlands and Shoalhaven"
"Binalong","NSW","2584","Goulburn - Yass","Capital Region"
"Binda","NSW","2583","Bathurst","Central West"
"Bindera","NSW","2422","Taree - Gloucester","Mid North Coast"
"Bindogundra","NSW","2870","Orange","Central West"
"Bingara","NSW","2404","Inverell - Tenterfield","New England and North West"
"Bingeebeebra","NSW","2469","Richmond Valley - Hinterland","Richmond - Tweed"
"Bingeebeebra Creek","NSW","2469","Richmond Valley - Hinterland","Richmond - Tweed"
"Bingie","NSW","2537","South Coast","Capital Region"
"Bingleburra","NSW","2311","Lower Hunter","Hunter Valley exc Newcastle"
"Biniguy","NSW","2399","Moree - Narrabri","New England and North West"
"Binjura","NSW","2630","Snowy Mountains","Capital Region"
"Binna Burra","NSW","2479","Richmond Valley - Coastal","Richmond - Tweed"
"Binnaway","NSW","2395","Dubbo","Far West and Orana"
"Binya","NSW","2665","Wagga Wagga","Riverina"
"Biraganbil","NSW","2852","Dubbo","Far West and Orana"
"Birchgrove","NSW","2041","Leichhardt","Sydney - Inner West"
"Birdlip","NSW","2655","Wagga Wagga","Riverina"
"Birdwood","NSW","2446","Port Macquarie","Mid North Coast"
"Birganbigil","NSW","2710","Griffith - Murrumbidgee (West)","Riverina"
"Birmingham Gardens","NSW","2287","Newcastle","Newcastle and Lake Macquarie"
"Birrego","NSW","2700","Griffith - Murrumbidgee (West)","Riverina"
"Birriwa","NSW","2844","Lithgow - Mudgee","Central West"
"Birrong","NSW","2143","Auburn","Sydney - Parramatta"
"Bishops Bridge","NSW","2326","Maitland","Hunter Valley exc Newcastle"
"Bithramere","NSW","2340","Tamworth - Gunnedah","New England and North West"
"Black Creek","NSW","2439","Port Macquarie","Mid North Coast"
"Black Creek","NSW","2729","Wagga Wagga","Riverina"
"Black Head","NSW","2430","Taree - Gloucester","Mid North Coast"
"Black Hill","NSW","2322","Newcastle","Newcastle and Lake Macquarie"
"Black Hollow","NSW","2828","Dubbo","Far West and Orana"
"Black Mountain","NSW","2365","Inverell - Tenterfield","New England and North West"
"Black Range","NSW","2550","South Coast","Capital Region"
"Black Springs","NSW","2787","Penrith","Sydney - Outer West and Blue Mountains"
"Black Swamp","NSW","2372","Granite Belt","Darling Downs - Maranoa"
"Blackalls Park","NSW","2283","Lake Macquarie - West","Newcastle and Lake Macquarie"
"Blackbutt","NSW","2529","Kiama - Shellharbour","Illawarra"
"Blackett","NSW","2770","Mount Druitt","Sydney - Blacktown"
"Blackheath","NSW","2785","Blue Mountains","Sydney - Outer West and Blue Mountains"
"Blackmans Flat","NSW","2790","Blue Mountains","Sydney - Outer West and Blue Mountains"
"Blackmans Point","NSW","2444","Port Macquarie","Mid North Coast"
"Blacksmiths","NSW","2281","Lake Macquarie - East","Newcastle and Lake Macquarie"
"Blacktown","NSW","2148","Fairfield","Sydney - South West"
"Blacktown Westpoint","NSW","2148","Fairfield","Sydney - South West"
"Blackville","NSW","2343","Tamworth - Gunnedah","New England and North West"
"Blackwall","NSW","2256","Gosford","Central Coast"
"Blair Athol","NSW","2560","Wollondilly","Sydney - Outer South West"
"Blairmount","NSW","2559","Campbelltown (NSW)","Sydney - Outer South West"
"Blakebrook","NSW","2480","Richmond Valley - Hinterland","Richmond - Tweed"
"Blakehurst","NSW","2221","Kogarah - Rockdale","Sydney - Inner South West"
"Blakney Creek","NSW","2581","Queanbeyan","Capital Region"
"Bland","NSW","2721","Lachlan Valley","Central West"
"Blandford","NSW","2338","Tamworth - Gunnedah","New England and North West"
"Blanket Flat","NSW","2583","Bathurst","Central West"
"Blaxcell","NSW","2142","Parramatta","Sydney - Parramatta"
"Blaxland","NSW","2774","Blue Mountains","Sydney - Outer West and Blue Mountains"
"Blaxland East","NSW","2774","Blue Mountains","Sydney - Outer West and Blue Mountains"
"Blaxlands Creek","NSW","2460","Inverell - Tenterfield","New England and North West"
"Blaxlands Flat","NSW","2460","Inverell - Tenterfield","New England and North West"
"Blaxlands Ridge","NSW","2758","Blue Mountains","Sydney - Outer West and Blue Mountains"
"Blayney","NSW","2799","Orange","Central West"
"Blenheim Road","NSW","2113","Ryde - Hunters Hill","Sydney - Ryde"
"Bletchington","NSW","2800","Orange","Central West"
"Bligh Park","NSW","2756","Richmond - Windsor","Sydney - Outer West and Blue Mountains"
"Blighty","NSW","2713","Upper Murray exc. Albury","Murray"
"Bloomfield","NSW","2800","Orange","Central West"
"Blowering","NSW","2720","Tumut - Tumbarumba","Riverina"
"Blue Bay","NSW","2261","Wyong","Central Coast"
"Blue Cow","NSW","2624","Tumut - Tumbarumba","Riverina"
"Blue Haven","NSW","2262","Wyong","Central Coast"
"Blue Knob","NSW","2480","Richmond Valley - Hinterland","Richmond - Tweed"
"Blue Nobby","NSW","2408","Moree - Narrabri","New England and North West"
"Blue Vale","NSW","2380","Tamworth - Gunnedah","New England and North West"
"Blueys Beach","NSW","2428","Great Lakes","Mid North Coast"
"Bluff Rock","NSW","2372","Granite Belt","Darling Downs - Maranoa"
"Boambee","NSW","2450","Coffs Harbour","Coffs Harbour - Grafton"
"Boambee East","NSW","2452","Coffs Harbour","Coffs Harbour - Grafton"
"Boambolo","NSW","2582","Tumut - Tumbarumba","Riverina"
"Boat Harbour","NSW","2316","Port Stephens","Hunter Valley exc Newcastle"
"Boat Harbour","NSW","2480","Richmond Valley - Hinterland","Richmond - Tweed"
"Boat Harbour","NSW","2484","Gold Coast Hinterland","Gold Coast"
"Bobadah","NSW","2877","Bourke - Cobar - Coonamble","Far West and Orana"
"Bobbin Head","NSW","2074","Pennant Hills - Epping","Sydney - Ryde"
"Bobin","NSW","2429","Taree - Gloucester","Mid North Coast"
"Bobs Creek","NSW","2439","Port Macquarie","Mid North Coast"
"Bobs Creek","NSW","2443","Taree - Gloucester","Mid North Coast"
"Bobs Farm","NSW","2316","Port Stephens","Hunter Valley exc Newcastle"
"Bobundara","NSW","2630","Snowy Mountains","Capital Region"
"Bocci","NSW","2631","Snowy Mountains","Capital Region"
"Boco","NSW","2631","Snowy Mountains","Capital Region"
"Bocoble","NSW","2850","Upper Hunter","Hunter Valley exc Newcastle"
"Bocobra","NSW","2865","Orange","Central West"
"Bodalla","NSW","2545","South Coast","Capital Region"
"Bodangora","NSW","2820","Dubbo","Far West and Orana"
"Boeill Creek","NSW","2648","Lower Murray","Murray"
"Boeill Creek","NSW","2739","Lower Murray","Murray"
"Bogan","NSW","2825","Bourke - Cobar - Coonamble","Far West and Orana"
"Bogan","NSW","2826","Bourke - Cobar - Coonamble","Far West and Orana"
"Bogan Gate","NSW","2876","Lachlan Valley","Central West"
"Bogangar","NSW","2488","Tweed Valley","Richmond - Tweed"
"Bogee","NSW","2849","Lithgow - Mudgee","Central West"
"Boggabilla","NSW","2409","Moree - Narrabri","New England and North West"
"Boggabri","NSW","2382","Tamworth - Gunnedah","New England and North West"
"Bogong Peaks Wilderness","NSW","2720","Tumut - Tumbarumba","Riverina"
"Bohena Creek","NSW","2390","Tamworth - Gunnedah","New England and North West"
"Bohnock","NSW","2430","Taree - Gloucester","Mid North Coast"
"Bolaro","NSW","2629","Snowy Mountains","Capital Region"
"Bolivia","NSW","2372","Granite Belt","Darling Downs - Maranoa"
"Bolong","NSW","2540","Jervis Bay","Other Territories"
"Bolton Point","NSW","2283","Lake Macquarie - West","Newcastle and Lake Macquarie"
"Bolwarra","NSW","2320","Port Stephens","Hunter Valley exc Newcastle"
"Bolwarra Heights","NSW","2320","Port Stephens","Hunter Valley exc Newcastle"
"Bom Bom","NSW","2460","Inverell - Tenterfield","New England and North West"
"Bomaderry","NSW","2541","Shoalhaven","Southern Highlands and Shoalhaven"
"Bombah Point","NSW","2423","Taree - Gloucester","Mid North Coast"
"Bombala","NSW","2632","South Coast","Capital Region"
"Bombay","NSW","2622","Shoalhaven","Southern Highlands and Shoalhaven"
"Bombira","NSW","2850","Upper Hunter","Hunter Valley exc Newcastle"
"Bombo","NSW","2533","Southern Highlands","Southern Highlands and Shoalhaven"
"Bombowlee","NSW","2720","Tumut - Tumbarumba","Riverina"
"Bombowlee Creek","NSW","2720","Tumut - Tumbarumba","Riverina"
"Bomen","NSW","2650","Wagga Wagga","Riverina"
"Bomera","NSW","2357","Dubbo","Far West and Orana"
"Bona Vista","NSW","2350","Armidale","New England and North West"
"Bonalbo","NSW","2469","Richmond Valley - Hinterland","Richmond - Tweed"
"Bondi","NSW","2026","Eastern Suburbs - North","Sydney - Eastern Suburbs"
"Bondi Beach","NSW","2026","Eastern Suburbs - North","Sydney - Eastern Suburbs"
"Bondi Forest","NSW","2632","South Coast","Capital Region"
"Bondi Junction","NSW","2022","Eastern Suburbs - North","Sydney - Eastern Suburbs"
"Bondi Junction Plaza","NSW","2022","Eastern Suburbs - North","Sydney - Eastern Suburbs"
"Bong Bong","NSW","2576","Southern Highlands","Southern Highlands and Shoalhaven"
"Bongalong","NSW","2722","Wagga Wagga","Riverina"
"Bongongalong","NSW","2722","Wagga Wagga","Riverina"
"Bonnells Bay","NSW","2264","Lake Macquarie - West","Newcastle and Lake Macquarie"
"Bonnet Bay","NSW","2226","Sutherland - Menai - Heathcote","Sydney - Sutherland"
"Bonnie Vale","NSW","2232","Sutherland - Menai - Heathcote","Sydney - Sutherland"
"Bonnington Park","NSW","2311","Lower Hunter","Hunter Valley exc Newcastle"
"Bonny Hills","NSW","2445","Port Macquarie","Mid North Coast"
"Bonnyrigg","NSW","2177","Fairfield","Sydney - South West"
"Bonnyrigg Heights","NSW","2177","Fairfield","Sydney - South West"
"Bonshaw","NSW","2361","Inverell - Tenterfield","New England and North West"
"Bonville","NSW","2441","Port Macquarie","Mid North Coast"
"Bonville","NSW","2450","Coffs Harbour","Coffs Harbour - Grafton"
"Booerie Creek","NSW","2480","Richmond Valley - Hinterland","Richmond - Tweed"
"Book Book","NSW","2650","Wagga Wagga","Riverina"
"Booker Bay","NSW","2257","Gosford","Central Coast"
"Bookham","NSW","2582","Tumut - Tumbarumba","Riverina"
"Bookookoorara","NSW","2372","Granite Belt","Darling Downs - Maranoa"
"Bookram","NSW","2460","Inverell - Tenterfield","New England and North West"
"Boolambayte","NSW","2423","Taree - Gloucester","Mid North Coast"
"Boolaroo","NSW","2284","Lake Macquarie - West","Newcastle and Lake Macquarie"
"Boolcarroll","NSW","2388","Moree - Narrabri","New England and North West"
"Booligal","NSW","2711","Griffith - Murrumbidgee (West)","Riverina"
"Boolijah","NSW","2540","Jervis Bay","Other Territories"
"Boomanoomana","NSW","2712","Moira","Shepparton"
"Boomerang Beach","NSW","2428","Great Lakes","Mid North Coast"
"Boomey","NSW","2866","Dubbo","Far West and Orana"
"Boomi","NSW","2405","Moree - Narrabri","New England and North West"
"Boomi Creek","NSW","2476","Richmond Valley - Hinterland","Richmond - Tweed"
"Boomoodeerie","NSW","2469","Richmond Valley - Hinterland","Richmond - Tweed"
"Boona Mount","NSW","2877","Bourke - Cobar - Coonamble","Far West and Orana"
"Boonal","NSW","2409","Moree - Narrabri","New England and North West"
"Boonoo Boonoo","NSW","2372","Granite Belt","Darling Downs - Maranoa"
"Boorabee Park","NSW","2480","Richmond Valley - Hinterland","Richmond - Tweed"
"Booragul","NSW","2284","Lake Macquarie - West","Newcastle and Lake Macquarie"
"Booral","NSW","2425","Great Lakes","Mid North Coast"
"Boorga","NSW","2652","Wagga Wagga","Riverina"
"Boorganna","NSW","2429","Taree - Gloucester","Mid North Coast"
"Boorolong","NSW","2350","Inverell - Tenterfield","New England and North West"
"Boorook","NSW","2372","Granite Belt","Darling Downs - Maranoa"
"Boorooma","NSW","2650","Wagga Wagga","Riverina"
"Boorooma","NSW","2832","Bourke - Cobar - Coonamble","Far West and Orana"
"Booroorban","NSW","2710","Griffith - Murrumbidgee (West)","Riverina"
"Boorowa","NSW","2586","Goulburn - Yass","Capital Region"
"Bootawa","NSW","2430","Taree - Gloucester","Mid North Coast"
"Boothenba","NSW","2830","Dubbo","Far West and Orana"
"Booti Booti","NSW","2428","Great Lakes","Mid North Coast"
"Booyong","NSW","2480","Richmond Valley - Hinterland","Richmond - Tweed"
"Bora Ridge","NSW","2471","Richmond Valley - Hinterland","Richmond - Tweed"
"Borah Creek","NSW","2346","Tamworth - Gunnedah","New England and North West"
"Borambil","NSW","2329","Upper Hunter","Hunter Valley exc Newcastle"
"Borambil","NSW","2343","Tamworth - Gunnedah","New England and North West"
"Borambola","NSW","2650","Wagga Wagga","Riverina"
"Border Ranges","NSW","2474","Tweed Valley","Richmond - Tweed"
"Boree","NSW","2325","Lower Hunter","Hunter Valley exc Newcastle"
"Boree","NSW","2800","Orange","Central West"
"Boree","NSW","2864","Orange","Central West"
"Boree Creek","NSW","2652","Wagga Wagga","Riverina"
"Borenore","NSW","2800","Orange","Central West"
"Boro","NSW","2622","Shoalhaven","Southern Highlands and Shoalhaven"
"Boronia Park","NSW","2111","Ryde - Hunters Hill","Sydney - Ryde"
"Bossley Park","NSW","2176","Fairfield","Sydney - South West"
"Bostobrick","NSW","2453","Armidale","New England and North West"
"Botany","NSW","2019","Botany","Sydney - City and Inner South"
"Botfields","NSW","2876","Lachlan Valley","Central West"
"Botobolar","NSW","2850","Upper Hunter","Hunter Valley exc Newcastle"
"Bottle Creek","NSW","2469","Richmond Valley - Hinterland","Richmond - Tweed"
"Bouddi","NSW","2251","Gosford","Central Coast"
"Bourbah","NSW","2828","Dubbo","Far West and Orana"
"Bourke","NSW","2840","Broken Hill and Far West","Far West and Orana"
"Bourkelands","NSW","2650","Wagga Wagga","Riverina"
"Bournda","NSW","2548","South Coast","Capital Region"
"Bournda","NSW","2550","South Coast","Capital Region"
"Bournewood","NSW","2868","Dubbo","Far West and Orana"
"Bow Bowing","NSW","2566","Campbelltown (NSW)","Sydney - Outer South West"
"Bowan Park","NSW","2864","Orange","Central West"
"Bowen","NSW","2800","Orange","Central West"
"Bowen Mountain","NSW","2753","Richmond - Windsor","Sydney - Outer West and Blue Mountains"
"Bowenfels","NSW","2790","Blue Mountains","Sydney - Outer West and Blue Mountains"
"Bowling Alley Point","NSW","2340","Tamworth - Gunnedah","New England and North West"
"Bowman","NSW","2422","Taree - Gloucester","Mid North Coast"
"Bowman Farm","NSW","2422","Taree - Gloucester","Mid North Coast"
"Bowmans Creek","NSW","2330","Hawkesbury","Sydney - Baulkham Hills and Hawkesbury"
"Bowna","NSW","2644","Wodonga - Alpine","Hume"
"Bowning","NSW","2582","Tumut - Tumbarumba","Riverina"
"Bowral","NSW","2576","Southern Highlands","Southern Highlands and Shoalhaven"
"Bowraville","NSW","2449","Kempsey - Nambucca","Mid North Coast"
"Box Head","NSW","2257","Gosford","Central Coast"
"Box Hill","NSW","2765","Richmond - Windsor","Sydney - Outer West and Blue Mountains"
"Box Ridge","NSW","2357","Dubbo","Far West and Orana"
"Box Ridge","NSW","2795","Orange","Central West"
"Boxers Creek","NSW","2580","Blue Mountains - South","Sydney - Outer West and Blue Mountains"
"Boydtown","NSW","2551","South Coast","Capital Region"
"Bradbury","NSW","2560","Wollondilly","Sydney - Outer South West"
"Braefield","NSW","2339","Tamworth - Gunnedah","New England and North West"
"Braemar","NSW","2575","Southern Highlands","Southern Highlands and Shoalhaven"
"Braemar Bay","NSW","2628","Snowy Mountains","Capital Region"
"Braidwood","NSW","2622","Shoalhaven","Southern Highlands and Shoalhaven"
"Brandy Hill","NSW","2324","Great Lakes","Mid North Coast"
"Branga Plains","NSW","2354","Tamworth - Gunnedah","New England and North West"
"Branxton","NSW","2335","Maitland","Hunter Valley exc Newcastle"
"Brassi","NSW","2710","Griffith - Murrumbidgee (West)","Riverina"
"Braunstone","NSW","2460","Inverell - Tenterfield","New England and North West"
"Brawboy","NSW","2337","Taree - Gloucester","Mid North Coast"
"Bray Park","NSW","2484","Gold Coast Hinterland","Gold Coast"
"Brays Creek","NSW","2484","Gold Coast Hinterland","Gold Coast"
"Brayton","NSW","2579","Southern Highlands","Southern Highlands and Shoalhaven"
"Breadalbane","NSW","2581","Queanbeyan","Capital Region"
"Breakfast Creek","NSW","2849","Lithgow - Mudgee","Central West"
"Breakfast Point","NSW","2137","Strathfield - Burwood - Ashfield","Sydney - Inner West"
"Bream Beach","NSW","2540","Jervis Bay","Other Territories"
"Bredbo","NSW","2626","Snowy Mountains","Capital Region"
"Breelong","NSW","2827","Dubbo","Far West and Orana"
"Breeza","NSW","2381","Tamworth - Gunnedah","New England and North West"
"Brenda","NSW","2831","Dubbo","Far West and Orana"
"Bretti","NSW","2422","Taree - Gloucester","Mid North Coast"
"Brewarrina","NSW","2839","Bourke - Cobar - Coonamble","Far West and Orana"
"Brewongle","NSW","2795","Orange","Central West"
"Briarbrook","NSW","2365","Inverell - Tenterfield","New England and North West"
"Bribbaree","NSW","2594","Wagga Wagga","Riverina"
"Bridgman","NSW","2330","Hawkesbury","Sydney - Baulkham Hills and Hawkesbury"
"Brierfield","NSW","2454","Coffs Harbour","Coffs Harbour - Grafton"
"Briggsvale","NSW","2453","Armidale","New England and North West"
"Brighton Le Sands","NSW","2216","Kogarah - Rockdale","Sydney - Inner South West"
"Brighton-Le-Sands","NSW","2216","Kogarah - Rockdale","Sydney - Inner South West"
"Brightwaters","NSW","2264","Lake Macquarie - West","Newcastle and Lake Macquarie"
